SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1201 N Garfield St #109,Arlington,VA,22201,699900,2,2.5,STATION SQUARE,1138,,2006,85,615,554,Active,,,http://www.redfin.com/VA/Arlington/1201-N-Garfield-St-22201/unit-109/home/12041405,BRIGHT MLS,VAAR161462,N,Y,38.8868471,-77.0937478
MLS Listing,,Multi-Family (2-4 Unit),604 N Emerson St,Arlington,VA,22203,1050000,,,BRANDON VILLAGE,2700,5211,1948,85,389,,Active,,,http://www.redfin.com/VA/Arlington/604-N-Emerson-St-22203/home/11243140,BRIGHT MLS,VAAR162214,N,Y,38.8749744,-77.121123
MLS Listing,,Single Family Residential,1847 Valley Wood Rd,Mclean,VA,22101,2499000,6,5.5,FRANKLIN PARK,7888,43560,2021,86,317,,Active,,,http://www.redfin.com/VA/McLean/1847-Valley-Wood-Rd-22101/home/17535327,BRIGHT MLS,VAFX1125600,N,Y,38.914819,-77.148466
MLS Listing,,Condo/Co-op,2101 N Monroe St #401,Arlington,VA,22207,799900,2,2,DOMINION HEIGHTS,1254,,2013,89,638,650,Active,,,http://www.redfin.com/VA/Arlington/2101-N-Monroe-St-22207/unit-401/home/56337475,BRIGHT MLS,VAAR161964,N,Y,38.8961566,-77.1044228
MLS Listing,,Condo/Co-op,1021 Arlington Blvd #311,Arlington,VA,22209,136900,0,1,RIVER PLACE,383,,1955,92,357,248,Active,,,http://www.redfin.com/VA/Arlington/1021-Arlington-Blvd-22209/unit-311/home/11253708,BRIGHT MLS,VAAR162054,N,Y,38.8910242,-77.0683703
MLS Listing,,Townhouse,3823 N Randolph Ct,Arlington,VA,22207,1875000,4,4,CHAIN BRIDGE TERRACE,3616,5061,2001,93,519,233,Active,,,http://www.redfin.com/VA/Arlington/3823-N-Randolph-Ct-22207/home/11278072,BRIGHT MLS,VAAR161600,N,Y,38.925531,-77.123762
MLS Listing,,Condo/Co-op,1881 N Nash St #804,Arlington,VA,22209,1158000,1,2,TURNBERRY TOWER,1645,,2009,95,704,1274,Active,,,http://www.redfin.com/VA/Arlington/1881-N-Nash-St-22209/unit-804/home/17042692,BRIGHT MLS,VAAR161578,N,Y,38.8978262,-77.073355
MLS Listing,,Townhouse,2134 Nelson St S,Arlington,VA,22204,899900,5,4.5,DOUGLAS PARK,3200,3257,2020,99,281,50,Active,,,http://www.redfin.com/VA/Arlington/2134-S-Nelson-St-22204/home/172271123,BRIGHT MLS,VAAR161118,N,Y,38.8490065,-77.0902889
MLS Listing,,Condo/Co-op,900 N Taylor St #1820,Arlington,VA,22203,215000,2,2,THE JEFFERSON - Sunrise Senior Living,981,,1992,99,219,376,Active,,,http://www.redfin.com/VA/Arlington/900-N-Taylor-St-22203/unit-1820/home/11246695,BRIGHT MLS,VAAR161860,N,Y,38.8803033,-77.1127814
MLS Listing,,Condo/Co-op,900 Taylor St #824,Arlington,VA,22203,110000,1,1,THE JEFFERSON - Sunrise Senior Living,775,,1992,99,142,295,Active,,,http://www.redfin.com/VA/Arlington/900-N-Taylor-St-22203/unit-824/home/11246518,BRIGHT MLS,VAAR161856,N,Y,38.8803033,-77.1127814
MLS Listing,,Single Family Residential,4042 21st St N,Arlington,VA,22207,2099900,6,6.5,CHERRYDALE,6340,9358,2021,99,331,,Active,,,http://www.redfin.com/VA/Arlington/4042-21st-St-N-22207/home/11233884,BRIGHT MLS,VAAR161720,N,Y,38.8959709,-77.1096853
MLS Listing,,Single Family Residential,4835 Little Falls Rd,Arlington,VA,22207,1695000,6,5.5,ROCK SPRING,5004,7109,2020,100,339,,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Arlington/4835-Little-Falls-Rd-22207/home/114013969,BRIGHT MLS,VAAR161832,N,Y,38.910838,-77.135917
MLS Listing,,Condo/Co-op,1021 Arlington Blvd #131,Arlington,VA,22209,240000,2,1,RIVER PLACE,1050,,1955,100,229,750,Active,,,http://www.redfin.com/VA/Arlington/1021-Arlington-Blvd-22209/unit-131/home/11253679,BRIGHT MLS,VAAR161778,N,Y,38.8910242,-77.0683703
MLS Listing,,Single Family Residential,2326 N Vernon St,Arlington,VA,22207,1725000,5,4.5,LEE HEIGHTS,4665,7050,1941,106,370,,Active,,,http://www.redfin.com/VA/Arlington/2326-N-Vernon-St-22207/home/11232090,BRIGHT MLS,VAAR161338,N,Y,38.9016751,-77.1198869
MLS Listing,,Single Family Residential,5012 22nd St N,Arlington,VA,22207,999900,4,3.5,HIGHVIEW PARK,2520,4314,1930,107,397,,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Arlington/5012-22nd-St-N-22207/home/11236192,BRIGHT MLS,VAAR161508,N,Y,38.8955014,-77.1294833
MLS Listing,,Single Family Residential,1301 19th Rd S,Arlington,VA,22202,1449990,5,4.5,THE RIDGE,5018,9538,1979,108,289,,Active,,,http://www.redfin.com/VA/Arlington/1301-19th-Rd-S-22202/home/11276661,BRIGHT MLS,VAAR161524,N,Y,38.8564458,-77.068611
MLS Listing,,Condo/Co-op,1111 Arlington Blvd #645,Arlington,VA,22209,154900,1,1,RIVER PLACE WEST,514,,1955,110,301,481,Active,,,http://www.redfin.com/VA/Arlington/1111-Arlington-Blvd-22209/unit-645/home/11253120,BRIGHT MLS,VAAR160270,N,Y,38.8918969,-77.0700775
MLS Listing,,Single Family Residential,3618 N Nelson St,Arlington,VA,22207,3195000,7,8.5,BELLEVUE FOREST,8000,18354,2021,115,399,,Active,,,http://www.redfin.com/VA/Arlington/3618-N-Nelson-St-22207/home/11230708,BRIGHT MLS,VAAR161282,N,Y,38.9203439,-77.1158189
MLS Listing,,Single Family Residential,1201 N Vernon St,Arlington,VA,22201,999995,4,3,ARLINGTON,1787,8355,1920,116,560,,Active,,,http://www.redfin.com/VA/Arlington/1201-N-Vernon-St-22201/home/11244102,BRIGHT MLS,VAAR161176,N,Y,38.8855587,-77.1159544
MLS Listing,,Single Family Residential,6008 5th Rd N,Arlington,VA,22203,997000,4,3,BOULEVARD MANOR,2446,10469,1962,122,408,,Active,August-2-2020 01:00 PM,August-2-2020 02:30 PM,http://www.redfin.com/VA/Arlington/6008-5th-Rd-N-22203/home/11241482,BRIGHT MLS,VAAR160998,N,Y,38.8713394,-77.1374834
MLS Listing,,Single Family Residential,5527 32nd St N,Arlington,VA,22207,2100000,6,7.5,CRESCENT HILLS,6427,10491,2020,123,327,,Active,,,http://www.redfin.com/VA/Arlington/5527-32nd-St-N-22207/home/11226969,BRIGHT MLS,VAAR160934,N,Y,38.9053351,-77.1471008
MLS Listing,,Single Family Residential,31 N Jackson St,Arlington,VA,22201,2325000,5,4.5,ASHTON HEIGHTS,6325,9565,2020,127,368,,Active,,,http://www.redfin.com/VA/Arlington/31-N-Jackson-St-22201/home/11256910,BRIGHT MLS,VAAR160670,N,Y,38.8735544,-77.0954993
MLS Listing,,Single Family Residential,2370 N Taylor St,Arlington,VA,22207,1999999,5,4.5,LEE HEIGHTS,5275,8209,2020,127,379,,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Arlington/2370-N-Taylor-St-22207/home/11232570,BRIGHT MLS,VAAR158764,N,Y,38.902595,-77.1150098
MLS Listing,,Single Family Residential,2433 N Potomac St,Arlington,VA,22207,2050000,6,6.5,LEE RIDGE,6444,12662,2021,128,318,,Active,,,http://www.redfin.com/VA/Arlington/2433-N-Potomac-St-22207/home/11225946,BRIGHT MLS,VAAR160830,N,Y,38.8942295,-77.1522687
MLS Listing,,Single Family Residential,224 N Nelson St,Arlington,VA,22201,1800000,6,5.5,ARLINGTON,4500,6000,2020,128,400,,Active,,,http://www.redfin.com/VA/Arlington/224-N-Nelson-St-22201/home/11256690,BRIGHT MLS,VAAR160812,N,Y,38.8749663,-77.1009392
MLS Listing,,Condo/Co-op,1881 N Nash St #312,Arlington,VA,22209,1180000,2,2,ROSSLYN,1742,,2009,129,677,1373,Active,,,http://www.redfin.com/VA/Arlington/1881-N-Nash-St-22209/unit-312/home/28681630,BRIGHT MLS,VAAR160770,N,Y,38.8978262,-77.073355
MLS Listing,,Single Family Residential,2608 3rd St N,Arlington,VA,22201,1835000,8,6,Arlington,7487,6500,2015,129,245,,Active,,,http://www.redfin.com/VA/Arlington/2608-3rd-St-N-22201/home/11255438,BRIGHT MLS,VAAR160030,N,Y,38.8785863,-77.08916
MLS Listing,,Single Family Residential,2330 N Vermont St,Arlington,VA,22207,1925000,6,6.5,LEE HEIGHTS,6250,13169,2007,129,308,,Active,,,http://www.redfin.com/VA/Arlington/2330-N-Vermont-St-22207/home/11232084,BRIGHT MLS,VAAR160790,N,Y,38.9025404,-77.1188306
MLS Listing,,Condo/Co-op,1881 N Nash St #712,Arlington,VA,22209,1400000,2,2,TURNBERRY TOWER,1742,,2009,135,804,1373,Active,,,http://www.redfin.com/VA/Arlington/1881-N-Nash-St-22209/unit-712/home/21961838,BRIGHT MLS,VAAR160506,N,Y,38.8978262,-77.073355
MLS Listing,,Single Family Residential,920 N Quesada St,Arlington,VA,22205,2300000,6,7,MADISON MANOR,8530,8460,2019,137,270,,Active,,,http://www.redfin.com/VA/Arlington/920-N-Quesada-St-22205/home/11240545,BRIGHT MLS,VAAR159968,N,Y,38.875845,-77.1497971
MLS Listing,,Single Family Residential,3006 N Tuckahoe St,Arlington,VA,22213,1574999,7,5.5,BERKSHIRE OAKWOOD,5824,10016,1951,138,270,,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Arlington/3006-N-Tuckahoe-St-22213/home/11224767,BRIGHT MLS,VAAR160054,N,Y,38.8969562,-77.1641315
MLS Listing,,Condo/Co-op,1881 N Nash St #2301,Arlington,VA,22209,3495000,3,4.5,TURNBERRY TOWER,4447,,2009,148,786,3552,Active,,,http://www.redfin.com/VA/Arlington/1881-N-Nash-St-22209/unit-2301/home/28681886,BRIGHT MLS,VAAR159972,N,Y,38.8978262,-77.073355
MLS Listing,,Single Family Residential,7204 Deborah Dr,Falls Church,VA,22046,995000,6,4,DONNA LEE GARDENS,3156,12346,1951,3,315,,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Falls-Church/7204-Deborah-Dr-22046/home/9551065,BRIGHT MLS,VAFX1141620,N,Y,38.8811075,-77.192679
MLS Listing,,Condo/Co-op,444 W Broad St #424,Falls Church,VA,22046,549900,2,2,SPECTRUM CONDO,1201,,2008,24,458,640,Active,,,http://www.redfin.com/VA/Falls-Church/444-W-Broad-St-22046/unit-424/home/17120100,BRIGHT MLS,VAFA111334,N,Y,38.8863562,-77.177207
MLS Listing,,Condo/Co-op,444 W Broad St #621,Falls Church,VA,22046,532000,2,2,SPECTRUM CONDO,1201,,2008,86,443,603,Active,,,http://www.redfin.com/VA/Falls-Church/444-W-Broad-St-22046/unit-621/home/17120420,BRIGHT MLS,VAFA111148,N,Y,38.8863562,-77.177207
Redfin Data,,Townhouse,7704 Trevino Ln,Falls Church,VA,22043,529000,3,4,Falls Church,1386,1400,1974,2,382,138,Pre On-Market,,,http://www.redfin.com/VA/Falls-Church/7704-Trevino-Ln-22043/home/9544054,Coming Soon,60349,N,Y,38.8804,-77.210753
MLS Listing,,Condo/Co-op,2756 Hollywood Rd Unit T1,Falls Church,VA,22043,199000,1,1,FALLS CHURCH GARDENS CON,625,,1965,1,318,350,Active,,,http://www.redfin.com/VA/Falls-Church/2756-Hollywood-Rd-22043/unit-T1/home/9552900,BRIGHT MLS,VAFX1145574,N,Y,38.878629,-77.20615
MLS Listing,,Single Family Residential,6820 Jefferson Ave,Falls Church,VA,22042,675000,4,1.5,CITY PARK HOMES,1706,7200,1943,1,396,,Active,,,http://www.redfin.com/VA/Falls-Church/6820-Jefferson-Ave-22042/home/9560912,BRIGHT MLS,VAFX1145476,N,Y,38.8705592,-77.181957
MLS Listing,,Townhouse,2023 Highboro Way,Falls Church,VA,22043,825000,3,3.5,WESTMORELAND SQUARE,2414,1760,1970,1,342,140,Active,,,http://www.redfin.com/VA/Falls-Church/2023-Highboro-Way-22043/home/9475638,BRIGHT MLS,VAFX1144374,N,Y,38.909654,-77.169469
MLS Listing,,Condo/Co-op,110 Birch St Unit A-1,Falls Church,VA,22046,224990,1,1,FALLS PLAZE CONDO,557,,1962,1,404,288,Active,August-2-2020 01:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Falls-Church/110-Birch-St-22046/unit-A1/home/12033861,BRIGHT MLS,VAFA111424,N,Y,38.893782,-77.188628
MLS Listing,,Single Family Residential,6517 Roosevelt St,Falls Church,VA,22043,1000000,4,3.5,WESTMORE GARDENS,3469,10703,1952,1,288,,Active,August-2-2020 01:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Falls-Church/6517-Roosevelt-St-22043/home/9481678,BRIGHT MLS,VAFX1141312,N,Y,38.8999559,-77.167636
MLS Listing,,Single Family Residential,3051 Sleepy Hollow Rd,Falls Church,VA,22042,625000,5,3,SLEEPY HOLLOW MANOR,2371,10933,1956,1,264,,Active,,,http://www.redfin.com/VA/Falls-Church/3051-Sleepy-Hollow-Rd-22042/home/9564906,BRIGHT MLS,VAFX1145292,N,Y,38.8657408,-77.160762
MLS Listing,,Single Family Residential,117 S Spring St,Falls Church,VA,22046,550000,3,2,KERR'S ADDITION,1461,8999,1939,1,376,,Active,,,http://www.redfin.com/VA/Falls-Church/117-S-Spring-St-22046/home/12034198,BRIGHT MLS,VAFA111420,N,Y,38.8876529,-77.183002
MLS Listing,,Single Family Residential,6705 Jefferson Ave,Falls Church,VA,22042,515000,3,1,CITY PARK HOMES,1512,7200,1945,1,341,,Active,August-2-2020 01:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Falls-Church/6705-Jefferson-Ave-22042/home/9560434,BRIGHT MLS,VAFX1143930,N,Y,38.8710265,-77.176768
MLS Listing,,Condo/Co-op,6143 Leesburg Pike #303,Falls Church,VA,22041,239900,2,1.5,LAFAYETTE PARK CONDO,922,,1964,1,260,632,Active,,,http://www.redfin.com/VA/Falls-Church/6143-Leesburg-Pike-22041/unit-303/home/9646667,BRIGHT MLS,VAFX1144620,N,Y,38.8590139,-77.147745
MLS Listing,,Condo/Co-op,7320 Lee Hwy Unit T1,Falls Church,VA,22046,249999,2,1.5,TIMBERLANE VILLAGE GDNS,747,,1962,1,335,473,Active,,,http://www.redfin.com/VA/Falls-Church/7320-Lee-Hwy-22046/unit-T1/home/55543569,BRIGHT MLS,VAFX1144654,N,Y,38.8772211,-77.195917
MLS Listing,,Condo/Co-op,6990 Falls Reach Dr #405,Falls Church,VA,22043,485000,2,2,PAVILION THE,1120,,1996,1,433,515,Active,,,http://www.redfin.com/VA/Falls-Church/6990-Falls-Reach-Dr-22043/unit-405/home/9482702,BRIGHT MLS,VAFX1144140,N,Y,38.8986017,-77.187072
MLS Listing,,Single Family Residential,1940 Lorraine Ave,Mclean,VA,22101,1200000,4,4,FRANKLIN FOREST,2070,23920,1978,1,580,,Active,,,http://www.redfin.com/VA/McLean/1940-Lorraine-Ave-22101/home/9483449,BRIGHT MLS,VAFX1144852,N,Y,38.9113777,-77.162784
MLS Listing,,Condo/Co-op,7750 New Providence Dr #31,Falls Church,VA,22042,379700,2,2,NEW PROVIDENCE VILLAGE A,1158,,1984,2,328,362,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Falls-Church/7750-New-Providence-Dr-22042/unit-31/home/9548437,BRIGHT MLS,VAFX1144926,N,Y,38.8712025,-77.210837
MLS Listing,,Single Family Residential,1750 Gilson St,Falls Church,VA,22043,1237000,5,5,PIMMIT HILLS,4370,12600,2012,2,283,,Active,August-2-2020 03:00 PM,August-2-2020 05:00 PM,http://www.redfin.com/VA/Falls-Church/1750-Gilson-St-22043/home/9396876,BRIGHT MLS,VAFX1144744,N,Y,38.9194894,-77.198186
MLS Listing,,Single Family Residential,3201 Rollin Rd,Falls Church,VA,22042,649900,4,3,WOODLEY WEST,2520,12190,1954,2,258,,Active,,,http://www.redfin.com/VA/Falls-Church/3201-Rollin-Rd-22042/home/9633663,BRIGHT MLS,VAFX1145024,N,Y,38.8615796,-77.18727
MLS Listing,,Condo/Co-op,2230 George C Marshall Dr #802,Falls Church,VA,22043,379000,2,2,RENAISSANCE 2230 CONDO,1074,,1987,2,353,581,Active,,,http://www.redfin.com/VA/Falls-Church/2230-George-C-Marshall-Dr-22043/unit-802/home/9849493,BRIGHT MLS,VAFX1144446,N,Y,38.9009108,-77.213763
MLS Listing,,Townhouse,6018 Madison Overlook Ct,Falls Church,VA,22041,540000,3,3,MADISON LANE SEC,1858,920,1999,2,291,215,Active,,,http://www.redfin.com/VA/Falls-Church/6018-Madison-Overlook-Ct-22041/home/9656372,BRIGHT MLS,VAFX1144174,N,Y,38.84419,-77.139881
MLS Listing,,Single Family Residential,3301 Patrick Henry Dr,Falls Church,VA,22044,699900,4,3,RAVENWOOD PARK,2573,19486,1957,2,272,,Active,,,http://www.redfin.com/VA/Falls-Church/3301-Patrick-Henry-Dr-22044/home/9643962,BRIGHT MLS,VAFX1144002,N,Y,38.8568948,-77.15428
MLS Listing,,Townhouse,6672 Midhill Pl,Falls Church,VA,22043,780000,4,3.5,WESTMORELAND SQUARE,1970,1760,1969,2,396,140,Active,,,http://www.redfin.com/VA/Falls-Church/6672-Midhill-Pl-22043/home/9475109,BRIGHT MLS,VAFX1143926,N,Y,38.909417,-77.17219
MLS Listing,,Condo/Co-op,7610 Savannah St #204,Falls Church,VA,22043,205000,2,1,FALLS CHURCH GARDENS CON,806,,1966,2,254,475,Active,,,http://www.redfin.com/VA/Falls-Church/7610-Savannah-St-22043/unit-204/home/9544456,BRIGHT MLS,VAFX1143570,N,Y,38.879186,-77.208118
MLS Listing,,Single Family Residential,2109 Greenwich St,Falls Church,VA,22043,1595000,5,4.5,WESTHAMPTON,4209,14973,2015,2,379,,Active,,,http://www.redfin.com/VA/Falls-Church/2109-Greenwich-St-22043/home/9473999,BRIGHT MLS,VAFX1142576,N,Y,38.904484,-77.185967
MLS Listing,,Single Family Residential,6702 Jefferson Ave,Falls Church,VA,22042,674900,4,3,CITY PARK HOMES,2312,8705,1945,2,292,,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Falls-Church/6702-Jefferson-Ave-22042/home/9560514,BRIGHT MLS,VAFX1143744,N,Y,38.8714908,-77.176613
MLS Listing,,Condo/Co-op,7330 Lee Hwy #102,Falls Church,VA,22046,205000,1,1,TIMBERLANE VILLAGE GARDE,763,,1962,2,269,420,Active,,,http://www.redfin.com/VA/Falls-Church/7330-Lee-Hwy-22046/unit-102/home/167114438,BRIGHT MLS,VAFX1143448,N,Y,38.877884,-77.194502
MLS Listing,,Single Family Residential,2806 Douglass Ave,Falls Church,VA,22042,765000,4,3,SOUTHGATE,1714,7128,1930,2,446,,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Falls-Church/2806-Douglass-Ave-22042/home/50277963,BRIGHT MLS,VAFX1143308,N,Y,38.877747,-77.172466
MLS Listing,,Single Family Residential,7295 Highland Ests,Falls Church,VA,22043,1550000,6,5.5,HIGHLAND ESTATES,4361,10391,2001,2,355,68,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Falls-Church/7295-Highland-Estates-Pl-22043/home/9833925,BRIGHT MLS,VAFX1144170,N,Y,38.8962812,-77.1985
MLS Listing,,Condo/Co-op,5505 Seminary Rd Unit 618N,Falls Church,VA,22041,235000,1,1,SKYLINE SQUARE CONDO,646,,1987,2,364,277,Active,,,http://www.redfin.com/VA/Falls-Church/5505-Seminary-Rd-22041/unit-618N/home/9660465,BRIGHT MLS,VAFX1143552,N,Y,38.8421461,-77.120112
MLS Listing,,Condo/Co-op,3709 S George Mason Dr Unit E 804,Falls Church,VA,22041,299900,2,1.5,SKYLINE HOUSE CONDO,1209,,1980,2,248,566,Active,,,http://www.redfin.com/VA/Falls-Church/3709-S-George-Mason-Dr-22041/unit-E-804/home/172624042,BRIGHT MLS,VAFX1144318,N,Y,38.8422637,-77.11688
MLS Listing,,Condo/Co-op,2806 Emma Lee St #304,Falls Church,VA,22042,369900,2,2.5,LEE LANDING CONDO,1100,,1990,2,336,325,Active,,,http://www.redfin.com/VA/Falls-Church/2806-Emma-Lee-St-22042/unit-304/home/9544826,BRIGHT MLS,VAFX1144660,N,Y,38.8772553,-77.210164
MLS Listing,,Single Family Residential,1109 Offutt Dr,Falls Church,VA,22046,735000,3,2.5,OFFUTT VILLAGE,1308,9095,1954,2,562,,Active,,,http://www.redfin.com/VA/Falls-Church/1109-Offutt-Dr-22046/home/12033849,BRIGHT MLS,VAFA111404,N,Y,38.8939513,-77.186293
MLS Listing,,Single Family Residential,3116 Cofer Rd,Falls Church,VA,22042,617000,5,3,BEL AIR,2110,10097,1950,2,292,,Active,August-2-2020 12:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Falls-Church/3116-Cofer-Rd-22042/home/9563216,BRIGHT MLS,VAFX1144828,N,Y,38.8643295,-77.172983
MLS Listing,,Single Family Residential,1003 B Lincoln Ave,Falls Church,VA,22046,1417000,5,4.5,ELLISON HEIGHTS,4175,6595,2015,3,339,,Active,,,http://www.redfin.com/VA/Falls-Church/1003B-Lincoln-Ave-22046/home/172618099,BRIGHT MLS,VAFA111396,N,Y,38.8923193,-77.18201
MLS Listing,,Townhouse,118 W Annandale Rd #325,Falls Church,VA,22046,490000,2,1.5,WINTER HILL 2 BR CONDO,784,,1948,3,625,308,Active,,,http://www.redfin.com/VA/Falls-Church/118-W-Annandale-Rd-22046/unit-325/home/12034596,BRIGHT MLS,VAFA111388,N,Y,38.8842133,-77.175903
MLS Listing,,Townhouse,2033 Brooks Square Pl,Falls Church,VA,22043,659900,3,3,BROOKS SQUARE,1740,1118,1984,3,379,125,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Falls-Church/2033-Brooks-Square-Pl-22043/home/9477354,BRIGHT MLS,VAFX1141364,N,Y,38.910231,-77.178025
MLS Listing,,Single Family Residential,6567 Marlo Dr,Falls Church,VA,22042,774999,6,2,MARLO HEIGHTS,2916,22152,1954,3,266,,Active,,,http://www.redfin.com/VA/Falls-Church/6567-Marlo-Dr-22042/home/9635926,BRIGHT MLS,VAFX1141250,N,Y,38.8601127,-77.171186
MLS Listing,,Single Family Residential,6211 Beachway Dr,Falls Church,VA,22041,875000,4,3.5,LAKE BARCROFT,2574,12500,1956,3,340,40,Active,August-2-2020 01:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Falls-Church/6211-Beachway-Dr-22041/home/9645227,BRIGHT MLS,VAFX1141168,N,Y,38.8525791,-77.149707
MLS Listing,,Townhouse,321 James St,Falls Church,VA,22046,639900,2,2.5,CHERRY HILL TOWNHOUSES,1612,2104,1977,3,397,106,Active,August-2-2020 01:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Falls-Church/321-James-St-22046/home/12034539,BRIGHT MLS,VAFA111352,N,Y,38.8830723,-77.176566
MLS Listing,,Single Family Residential,7416 Leighton Dr,Falls Church,VA,22043,875000,4,3,DALE VIEW MANOR,2300,15169,1955,3,380,,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Falls-Church/7416-Leighton-Dr-22043/home/9478104,BRIGHT MLS,VAFX1144888,N,Y,38.8974535,-77.201465
MLS Listing,,Single Family Residential,1926 Cherri Dr,Falls Church,VA,22043,1575000,6,6.5,PIMMIT HILLS,1360,11726,2020,3,1158,,Active,,,http://www.redfin.com/VA/Falls-Church/1926-Cherri-Dr-22043/home/9471076,BRIGHT MLS,VAFX1144652,N,Y,38.911503,-77.205287
MLS Listing,,Condo/Co-op,7751 Willow Point Dr,Falls Church,VA,22042,422500,2,2,WILLOW POINT,1294,,1984,3,327,427,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Falls-Church/7751-Willow-Point-Dr-22042/unit-7751/home/9549144,BRIGHT MLS,VAFX1141562,N,Y,38.863306,-77.208985
MLS Listing,,Single Family Residential,3216 Blundell Rd,Falls Church,VA,22042,800000,5,2,ANNALEE HEIGHTS,4465,8746,1951,3,179,,Active,,,http://www.redfin.com/VA/Falls-Church/3216-Blundell-Rd-22042/home/9635007,BRIGHT MLS,VAFX1144688,N,Y,38.8604408,-77.185697
MLS Listing,,Single Family Residential,6916 Arlington Blvd,Falls Church,VA,22042,299000,3,1.5,CITY PARK HOMES,1339,7200,1943,3,223,,Active,,,http://www.redfin.com/VA/Falls-Church/6916-Arlington-Blvd-22042/home/9560831,BRIGHT MLS,VAFX1142974,N,Y,38.8686668,-77.183451
MLS Listing,,Condo/Co-op,6133 Leesburg Pike #203,Falls Church,VA,22041,186000,1,1,LAFAYETTE PARK CONDO,741,,1964,4,251,518,Active,,,http://www.redfin.com/VA/Falls-Church/6133-Leesburg-Pike-22041/unit-203/home/9646066,BRIGHT MLS,VAFX1143984,N,Y,38.8591895,-77.146491
MLS Listing,,Single Family Residential,1748 Anderson Rd,Falls Church,VA,22043,625000,3,2,PIMMIT HILLS,1428,10987,1954,4,438,,Active,August-2-2020 10:00 AM,August-2-2020 02:00 PM,http://www.redfin.com/VA/Falls-Church/1748-Anderson-Rd-22043/home/9396991,BRIGHT MLS,VAFX1144524,N,Y,38.919298,-77.199354
MLS Listing,,Condo/Co-op,2300 Pimmit Dr #112,Falls Church,VA,22043,244000,2,2,IDYLWOOD TOWERS CONDO,1182,,1974,4,206,835,Active,,,http://www.redfin.com/VA/Falls-Church/2300-Pimmit-Dr-22043/unit-112/home/9479751,BRIGHT MLS,VAFX1143974,N,Y,38.8992854,-77.207738
MLS Listing,,Condo/Co-op,3705 S George Mason Dr Unit 702S,Falls Church,VA,22041,255000,1,1,SKYLINE PLAZA SOUTH COND,956,,1975,5,267,520,Active,,,http://www.redfin.com/VA/Falls-Church/3705-S-George-Mason-Dr-22041/unit-702S/home/9658082,BRIGHT MLS,VAFX1142682,N,Y,38.84292,-77.113766
MLS Listing,,Condo/Co-op,444 W Broad St #616,Falls Church,VA,22046,510000,2,2,SPECTRUM CONDO,1006,,2008,5,507,637,Active,,,http://www.redfin.com/VA/Falls-Church/444-W-Broad-St-22046/unit-616/home/17120425,BRIGHT MLS,VAFA111406,N,Y,38.8863562,-77.177207
MLS Listing,,Townhouse,8134 Harper Valley Ln #29,Falls Church,VA,22042,499900,2,2,HIGH POINTE AT JEFFERSON,1346,,2004,8,371,437,Active,,,http://www.redfin.com/VA/Falls-Church/8134-Harper-Valley-Ln-22042/unit-29/home/9851012,BRIGHT MLS,VAFX1143836,N,Y,38.8682834,-77.222769
MLS Listing,,Single Family Residential,7935 Shreve Rd,Falls Church,VA,22043,1395000,5,4.5,SHREVE ROAD,4551,30152,2008,8,307,,Active,,,http://www.redfin.com/VA/Falls-Church/7935-Shreve-Rd-22043/home/9542568,BRIGHT MLS,VAFX1142992,N,Y,38.8813907,-77.219925
